year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
1921,0.8958234375000000,0.42566093750000000,229911.9140625,0.23678359375000000,0.3223301102343750,0.2158140625,-17.0954375,0.07725781250000000,100.39775781250000,0.42549453125,0.3515625,7,1
1922,0.9392361111111110,0.4800000000000000,167904.54166666700,0.23702625000000000,0.44046994097222200,0.2386472222222220,-19.17995833333330,0.11541944444444400,101.37613888888900,0.5340555555555560,0.1388888888888890,10,1
1923,0.9763289408284030,0.5684615384615380,178356.30177514800,0.24693609467455600,0.40193248236686400,0.2366556213017750,-14.373881656804700,0.09861893491124260,112.45659763313600,0.6247875739644970,5.727810650887570,0,1
1924,0.9355745443037990,0.5486540084388190,188461.64978903000,0.3470329113924050,0.583954694599156,0.23787468354430400,-14.202303797468400,0.09020970464135020,120.65335864978900,0.6685738396624480,0.6033755274261600,10,1
1925,0.965422053231941,0.5718897338403040,184130.69961977200,0.2643726235741450,0.4088934084410650,0.2430935361216730,-14.516707224334600,0.11545741444866900,115.67171482889700,0.6164304182509500,2.7072243346007600,5,1
1926,0.7409195938215140,0.5582951945080100,170391.50114416500,0.23919493135011400,0.4685052737414190,0.2340525171624710,-16.410621281464500,0.30667242562929100,108.49657322654500,0.4959614530892450,1.6132723112128100,5,1
1927,0.9346063229194660,0.6499597315436240,185163.19966443000,0.25615872483221500,0.40227578375838900,0.16777852348993300,-14.72681208053690,0.11619748322147700,114.61146476510000,0.6606590604026850,0.8322147651006710,7,1
1928,0.9461880059171610,0.5296956889264570,217498.31191885000,0.20714274725274700,0.516979011048182,0.17798833474218100,-17.31619273034660,0.1353132713440400,106.19524598478500,0.49295359256128500,1.536770921386310,1,1
1929,0.5911105086580100,0.6470050865800860,169983.42532467500,0.24051341991342000,0.21946126035714300,0.23598831168831100,-16.607088744588700,0.4852783549783550,111.35398809523800,0.6382076839826850,0.32792207792207800,7,1
1930,0.943474167309809,0.510382249173098,195908.55953693500,0.3273001929437710,0.3633766403087100,0.21732039691290000,-12.685934399117900,0.07970237045203960,110.21435556780600,0.6184581587651600,0.8715545755237050,2,1
1931,0.8758935229067950,0.5560935229067930,179379.57345971600,0.2584339699842020,0.3320111003791480,0.23911785150079000,-15.90358135860980,0.23318151658767800,108.01028120063200,0.5713129541864140,0.21169036334913100,0,1
1932,0.9400876826722350,0.5600509394572020,193462.6847599170,0.3054784968684760,0.2264179156784970,0.23631983298538600,-13.288906054279700,0.14177640918580400,116.22583298538600,0.5936018789144050,1.5427974947807900,7,1
1933,0.9050108604501610,0.6037663987138260,192454.038585209,0.28736061093247600,0.13055586204180100,0.21015546623794200,-12.768765273311900,0.09617057877813510,115.05368167202600,0.6351533762057880,7.069131832797430,5,1
1934,0.892853750180506,0.5298339350180500,187911.9963898920,0.2599906137184120,0.2738650765703980,0.21632815884476500,-14.86393862815890,0.10440938628158800,115.9882870036100,0.5642550541516250,1.0469314079422400,0,1
1935,0.781330268886046,0.5533638924455830,222171.39500640200,0.244698444302177,0.2264789074391810,0.2281231754161330,-15.494480153649200,0.35480512163892500,110.66441549295800,0.5419636363636370,1.3629961587708100,7,1
1936,0.7959034990512340,0.5329999051233390,248519.7163187860,0.30619788444022800,0.30175658639468700,0.22557020872865300,-13.795905123339600,0.21486518026565500,109.98164136622400,0.551709013282732,5.010436432637570,10,1
1937,0.8996308724832220,0.5568880872483220,205470.5755033560,0.28699619127516700,0.33573397872483200,0.21799093959731500,-13.421020134228200,0.0864667785234899,114.59116946308700,0.5945649328859050,3.5503355704698000,7,1
1938,0.9161265270833350,0.48698177083333400,244455.01909722200,0.28362708333333400,0.36412720875000000,0.23453784722222200,-14.30434895833330,0.09839027777777790,112.1711232638890,0.5216277951388890,2.03125,0,1
1939,0.8828339079079080,0.5130918918918920,215190.85085085100,0.2956483483483490,0.2661899461261270,0.23470110110110100,-13.818992992993000,0.1273245245245240,113.99698998999000,0.5624765765765760,4.22022022022022,0,1
1940,0.8471105499999960,0.5216393500000010,182824.4695,0.30980334500000000,0.31548553683000000,0.26434720000000000,-13.728306000000000,0.24409250000000000,108.30763350000000,0.6159074700000000,0.827,7,1
1941,0.8995705486542470,0.4804421325051770,202571.47619047600,0.26147191511387200,0.44821766074534100,0.20093964803312600,-15.909319875776400,0.09385559006211210,107.39508695652200,0.48007132505175900,1.2401656314699800,7,1
1942,0.8510355433596100,0.4658139478471800,221935.65676167400,0.25730349909035800,0.3902667347604610,0.21330151607034600,-15.030010915706500,0.082634930260764,106.19702971497900,0.47381061249241900,0.9539114614918130,7,1
1943,0.9157940063091510,0.4674970031545740,216915.67507886400,0.27516077287066300,0.3957950389747640,0.23569274447949500,-13.597561514195600,0.11305520504731900,106.34442271293400,0.5170239747634070,1.1845425867507900,5,1
1944,0.893705468530561,0.507083485045514,247493.17945383600,0.2609407932379720,0.43948337853055900,0.23599427828348500,-14.489404421326400,0.17181950585175500,107.23293107932400,0.5481591677503250,2.6788036410923300,10,1
1945,0.7013868079999980,0.5200316500000000,194490.685,0.22702810050000000,0.27044832101999900,0.20299625000000000,-17.014042500000000,0.31295845000000000,108.12067600000000,0.49426055000000100,1.7565,0,1
1946,0.9242169261477030,0.4035145043246840,262658.9128409850,0.2042521357285430,0.4953751797072530,0.20783932135728600,-17.71348436460410,0.08802501663339990,102.59053093812400,0.3736228210246180,1.6453759148369900,7,1
1947,0.9153985351488250,0.4723986067131080,232983.2514249530,0.25891093096896800,0.34469710206459800,0.22069284357188100,-14.5937865737809,0.10091038632045600,109.2723609879670,0.5061452818239380,1.161494616846110,0,1
1948,0.9342651498929320,0.4399153640256960,207500.8137044970,0.2475423420770880,0.3920723084261240,0.22153185224839400,-15.512073875803000,0.08662526766595300,107.37521680942200,0.4436246252676670,1.582441113490360,0,1
1949,0.9078946949999990,0.44162305000000000,225385.41,0.24462716500000000,0.29347896172500000,0.21026600000000000,-15.610529500000000,0.10330840000000000,108.87660150000000,0.4285937500000010,3.307,0,1
1950,0.8667234605999980,0.49143290000000000,222606.0595,0.3249791449999990,0.26204458361000000,0.21279110000000000,-13.50698200000000,0.11818320000000000,111.76848850000000,0.5518342500000010,2.7035,7,1
1951,0.9049332956500000,0.4597661000000000,214660.0035,0.2502602600000000,0.30645570118000000,0.2159926000000000,-15.948835500000000,0.10783400000000000,109.1837115000000,0.43176165000000000,2.799,0,1
1952,0.8618859179999980,0.46265855,223649.8685,0.25158091000000000,0.27755925663500000,0.22761490000000000,-16.05536750000000,0.16419670000000000,107.59112750000000,0.4368853620500000,2.9865,5,1
1953,0.8911394584615370,0.43623435897435900,217921.82205128200,0.2653103794871790,0.290270225071795,0.2256792307692310,-15.551767692307700,0.09605420512820520,109.01417846153900,0.4233542564102560,3.1774358974359000,0,1
1954,0.8679190722999990,0.4666299500000000,222630.231,0.2593611100000000,0.2783722442350000,0.21994595000000000,-15.594470000000000,0.11599510000000000,108.53223700000000,0.4464522000000010,7.0835,5,1
1955,0.8450710369549990,0.49018334999999900,220256.196,0.28702139499999900,0.2257914493200000,0.2258643500000010,-14.38647400000000,0.10661965000000000,110.39185700000000,0.47206955000000000,8.8735,0,1
1956,0.8200998399999980,0.4848829499999990,215516.486,0.30629867500000000,0.2347910877750000,0.18601970000000000,-14.130366500000000,0.06405415000000020,111.81448450000000,0.5061334999999990,15.104,0,1
1957,0.7900814499999990,0.5074333500000000,241185.707,0.2967475500000000,0.19233530990500000,0.1827410500000000,-14.16318700000000,0.06572104999999980,112.30812400000000,0.5142578500000000,18.6135,5,1
1958,0.7778312150000020,0.48158490000000000,212955.166,0.31142263499999900,0.1862844467700000,0.20381490000000000,-14.278112500000000,0.057850200000000000,112.86902400000000,0.4953149000000000,18.1555,0,1
1959,0.7770880200000000,0.48886504999999900,216623.042,0.3167976900000000,0.1788351270050000,0.1963936000000000,-14.324556000000000,0.07184790000000000,112.50610500000000,0.48751300000000000,19.805,0,1
1960,0.7570649730000000,0.48734330000000000,211600.6325,0.34719967000000000,0.17841128996000000,0.20411595000000000,-13.777595500000000,0.06681045,112.9653540000000,0.52787905,18.4845,5,1
1961,0.7517357249999990,0.489204099999999,230635.9715,0.34330577400000000,0.2601774557150000,0.21087845000000000,-14.158903000000000,0.0622034,112.30638950000000,0.518212050000001,18.2335,0,1
1962,0.7130967665000000,0.4992031000000010,210347.9275,0.37965700000000000,0.17352792326500000,0.20688960000000000,-13.055856500000000,0.058174350000000100,114.92404900000000,0.5602968500000010,20.336,0,1
1963,0.7125981549999990,0.4863314000000000,200297.1395,0.37338823499999900,0.1906136670500000,0.20351605000000000,-13.602048000000000,0.05463310000000010,114.54659800000000,0.5498992500000000,24.365,0,1
1964,0.6863645620000010,0.5065862500000010,197745.7025,0.3974624650000010,0.1557207494650000,0.2202171000000000,-13.0205355,0.06515295000000000,115.03863550000000,0.5675484999999980,25.1475,0,1
1965,0.6078257560000010,0.5048521,192590.198,0.4458306530000010,0.10963944913000000,0.21337455000000000,-12.102947500000000,0.058229600000000000,117.61151850000000,0.5791451,26.6705,0,1
1966,0.5338556564699990,0.5035686000000000,195723.263,0.47264940499999900,0.10762169641500000,0.21633859999999900,-11.75105850000000,0.055645049999999900,116.31660100000000,0.5850023500000000,28.06,9,1
1967,0.51656456769,0.4984452500000000,201815.848,0.45221234500000000,0.10304428181500000,0.19169365000000000,-11.641657500000000,0.05105005000000010,117.58251700000000,0.5579671500000000,31.207,0,1
1968,0.4888282133500000,0.50047985,217330.8715,0.4566692450000000,0.11179651177000000,0.21791060000000000,-12.178926000000000,0.06009780000000000,116.488288,0.5667658000000010,30.9155,0,1
1969,0.44372195205000000,0.4904983500000000,243239.2485,0.4895808300000000,0.15599696905000000,0.20862830000000000,-12.08314800000000,0.05618679999999990,116.95652350000000,0.5564604849999990,32.872,2,1
1970,0.4529948439500010,0.5093390000000000,242455.391,0.4970046500000000,0.12521185160000000,0.2163628000000000,-11.868910500000000,0.053002999999999900,117.22864700000000,0.5748512500000010,34.439,2,1
1971,0.45290769965000000,0.5045193500000010,261744.5995,0.5004508550000010,0.1246193100650000,0.21742735000000000,-12.063185500000000,0.061719999999999800,118.2344645000000,0.5744036499999990,34.664,2,1
1972,0.45733281820000000,0.5208465000000000,248024.293,0.5069524000000000,0.1129218105750000,0.20931380000000000,-11.772298500000000,0.05487389999999990,119.24934550000000,0.5972639999999980,34.7465,2,1
1973,0.41253652500000000,0.5135514000000010,256522.1945,0.5348392399999990,0.10450655859000000,0.20650535000000000,-11.320183500000000,0.05758130000000000,120.41936300000000,0.5874993000000010,36.6775,0,1
1974,0.43778375340000000,0.5205289500000000,255832.2625,0.5219019150000000,0.11100829628000000,0.22111405000000000,-11.746781000000000,0.05933695000000010,119.82776200000000,0.5879766,32.1815,7,1
1975,0.41570351669500000,0.5237180000000000,255555.734,0.5347884450000000,0.10596649847,0.22028765000000000,-11.407781000000000,0.06173540000000000,119.09533100000000,0.5784686999999990,34.662,9,1
1976,0.3622528487600010,0.5328035500000000,266387.733,0.555976895,0.11946055613500000,0.2525387000000010,-11.066453000000000,0.06503819999999990,121.14746150000000,0.5845938500000000,35.874,2,1
1977,0.33209420715,0.5372936999999990,258175.421,0.5645162089999990,0.12585467653000000,0.2240226000000000,-11.034756000000000,0.06062369999999990,122.0271205,0.58805865,35.743,9,1
1978,0.31619863111,0.5447832500000000,252205.3435,0.5701419650000020,0.09876766195500000,0.22390430000000000,-10.76404000000000,0.06396510000000000,121.09225300000000,0.59465825,35.7055,9,1
1979,0.282255005325,0.5618162999999990,251801.05,0.5988653649999990,0.10864248381000000,0.21810850000000100,-10.837347500000000,0.06876919999999970,122.94541950000000,0.6112477000000010,35.798,9,1
1980,0.2828986152900000,0.5578385000000000,251271.876,0.6008961100000000,0.122710304785,0.20805325000000000,-10.604593000000000,0.06019580000000000,122.66403850000000,0.6033149000000010,35.7065,0,1
1981,0.29243035647,0.5418702500000000,252524.9085,0.6013340175000010,0.15450694389000000,0.2254533000000000,-11.037506500000000,0.05825155000000010,123.40567650000000,0.5832918500000010,35.2655,9,1
1982,0.28324909801000100,0.5657303500000010,249905.7285,0.6000364395000010,0.09327936708500000,0.20136090000000000,-10.813340500000000,0.06617205,121.20201600000000,0.5924675500000000,35.725,2,1
1983,0.2770946562750000,0.5480333500000000,251411.6325,0.6148775250000000,0.14253612751500000,0.2018573000000000,-10.992583000000000,0.06871330000000000,121.27406950000000,0.5760615500000010,35.911,9,1
1984,0.27124658203500000,0.5397952,251420.918,0.6011305200000000,0.13741236656000000,0.19596895000000000,-11.378777500000000,0.061170300000000000,121.92373650000000,0.5668827050000000,37.168,9,1
1985,0.27896429773000100,0.5585003500000010,251831.435,0.6117240200000000,0.10834785122000000,0.1995335000000000,-11.178366000000000,0.057890700000000000,121.99482450000000,0.5705873500000000,36.5785,9,1
1986,0.27167288819500000,0.5447083000000000,253202.991,0.6218376000000000,0.11428910607000000,0.2099709500000000,-10.986249500000000,0.06586145000000010,120.92589500000000,0.5533413999999990,37.0025,7,1
1987,0.30107641818,0.5430112500000000,249306.277,0.5877124450000000,0.09880853365500000,0.1996317000000000,-11.524219500000000,0.05838229999999990,120.40654200000000,0.5424803000000000,39.187,7,1
1988,0.30231366503,0.5450637499999990,256161.0145,0.5934989099999990,0.10880325938500000,0.21206585000000000,-11.467480000000000,0.06772325000000000,120.48196600000000,0.5540206049999990,38.838,7,1
1989,0.30009578115500000,0.5520308500000000,255036.374,0.5917016950000020,0.10372133092000000,0.1987740000000000,-11.308941500000000,0.06488795000000020,120.61019750000000,0.5583659500000010,38.6295,7,1
1990,0.3040925320550000,0.5451853500000010,259626.2145,0.5876502000000010,0.10658542252500000,0.20025610000000000,-11.105795500000000,0.0678364,120.01951400000000,0.5339335999999990,39.785,7,1
1991,0.31596834350000000,0.5612282500000010,244292.828,0.5660222200000010,0.10899392891000000,0.1902512000000000,-10.835189,0.07370744999999990,119.77635500000000,0.5542272999999990,41.21,7,1
1992,0.30660295131500100,0.5638258500000000,245248.012,0.5897707950000000,0.09468978841000010,0.20046040000000000,-10.454913000000000,0.07553340000000000,122.56621200000000,0.5645346000000010,42.485,7,1
1993,0.2910173217199990,0.5744990999999990,252771.8,0.5719260550000000,0.11497925631500000,0.1988281500000000,-10.773155000000000,0.07817559999999990,119.93978550000000,0.5584514500000000,42.325,7,1
1994,0.2883338279050000,0.5593907000000000,252177.5665,0.5906283395000010,0.10749149407000000,0.19308890000000100,-10.080787000000000,0.07814085000000000,118.43638550000000,0.5369730500000010,44.3795,7,1
1995,0.28495527959999900,0.5649644499999990,249126.044,0.5892248150000000,0.10876510903500000,0.19991025000000000,-9.860934499999990,0.08232494999999990,119.20807000000000,0.5374668500000000,44.443,0,1
1996,0.28592286420000000,0.5917214499999980,248138.9245,0.5917876049999980,0.08489056097000000,0.20051785000000000,-9.279578499999990,0.0875630999999999,117.33193600000000,0.5642892500000000,44.4005,7,1
1997,0.3031428459700000,0.5779669500000010,246396.506,0.6018173451000000,0.10732971228500000,0.20388905000000000,-9.140692,0.09002820000000000,117.75947450000000,0.5462640500000000,45.1835,7,1
1998,0.2779776349250010,0.5928674000000000,248837.2385,0.6148433700000000,0.10051360638000000,0.19614045000000000,-8.822504499999990,0.09472490000000010,118.53551800000000,0.5454226999999990,45.231,7,1
1999,0.26335670799000100,0.5862456000000000,245668.599,0.6419781985000010,0.08761371486999990,0.20873355000000000,-8.16613899999999,0.09936195000000000,119.75896250000000,0.5578091000000000,46.8325,7,1
2000,0.28665430251500000,0.5890393999999980,242958.072,0.6222228399999990,0.09978976032499990,0.2009182500000000,-8.288861500000010,0.08985415000000020,118.93267200000000,0.5573495500000000,46.3125,7,1
2001,0.27039216723000000,0.5859331499999990,241011.54,0.638171686000001,0.09475379677499990,0.1872397000000000,-8.051443999999990,0.0912573999999998,117.90320150000000,0.5509531000000000,48.6245,7,1
2002,0.27540860545000000,0.5786278499999990,239810.2355,0.651352290000001,0.08110273732500000,0.19558895000000000,-7.517304,0.08380910000000000,119.5606995000000,0.5478405,48.202,7,1
2003,0.24737943204500000,0.5766327500000000,245057.708,0.6661775500000010,0.08068469056,0.1954671500000000,-7.3594095,0.09231584999999990,121.00653550000000,0.5349429500000000,48.4045,7,1
2004,0.2642102908400010,0.5722623999999990,239908.2885,0.6605525600000010,0.06928727091000010,0.2022549000000000,-7.358679500000010,0.09381965000000010,121.67667600000000,0.5308764500000010,48.974,7,1
2005,0.24681674257,0.5763006000000000,238882.838,0.6597665550000030,0.08108178036500010,0.18918573500000000,-7.298013500000000,0.09406584999999980,122.11565450000000,0.5331835500000000,50.3475,7,1
2006,0.26628397903000000,0.56844475,236364.3485,0.6578295349999980,0.07320888855,0.1873865500000000,-7.139478000000000,0.08384884999999990,121.81348600000000,0.5208878000000000,50.631,7,1
2007,0.24180436130000000,0.5648300500000000,242951.7495,0.6730113000000010,0.07156176582000000,0.19531585000000000,-6.993947500000010,0.08387600000000000,123.47012250000000,0.51510375,50.7085,7,1
2008,0.2411181200600000,0.5834104999999990,239900.875,0.6758608923000000,0.061075722510000000,0.19859070000000000,-6.803835000000010,0.07707565000000030,123.46984050000000,0.5312543000000000,50.522,0,1
2009,0.24526934592000000,0.56685735,238880.798,0.6807656650000010,0.06342900585000000,0.20644795,-6.839578500000000,0.08704805000000010,123.656818,0.5118218685,51.36,0,1
2010,0.22871228306500000,0.5778111500000010,243543.9095,0.6936963550999990,0.07797051530999980,0.20197700000000000,-6.694271000000000,0.08600675000000010,123.4369655000000,0.5258112799999990,52.7635,0,1
2011,0.23938175723000000,0.559822150000001,236586.656,0.6712690660000010,0.08569028278000010,0.2040738000000000,-7.176961500000010,0.08990240000000000,122.39930550000000,0.479514985000001,53.184,0,1
2012,0.23619658645500000,0.5716951000000010,242556.9375,0.6698113400000010,0.06928754146500000,0.1951285000000000,-6.999708500000000,0.08370135000000000,122.09983700000000,0.4746572699999990,54.34,7,1
2013,0.24196858968000000,0.5788737499999990,239570.8225,0.6564671888499990,0.07276873100999990,0.19953350000000000,-7.199979500000000,0.09762169999999990,120.78447350000000,0.46724440000000000,55.6915,1,1
2014,0.23761401954500000,0.5895741500000000,231953.446,0.6534970216000000,0.058542842685000000,0.19008370000000000,-6.95737600000002,0.08467125000000000,122.5846690000000,0.4645989550000010,56.9645,0,1
2015,0.24680092125323700,0.5910075608493000,224708.84412221600,0.6334988267736930,0.05826165971517350,0.18751315380631800,-7.134255308130490,0.09574339720352140,119.69610512687700,0.443944464008285,59.54790264111860,0,1
2016,0.28028970382427700,0.5999763839512430,219400.76383951200,0.5928771561706440,0.07464638353986800,0.18019796851193500,-7.949912646013210,0.10729822244794300,119.07034382935500,0.4307690299644490,61.37125444388010,0,1
2017,0.28991629086000000,0.6122864000000000,209343.613,0.5867385868999990,0.09820921283000000,0.19421845,-8.422697500000000,0.11175245000000000,116.84027750000000,0.414465275,64.8615,1,1
2018,0.27194090260000000,0.6649300000000000,200919.119,0.5905911700000000,0.035947920560000100,0.17178135000000000,-7.253665999999990,0.12814010000000000,122.0043250000000,0.4471409200000000,67.276,1,1
2019,0.28929754550000000,0.6442153500000000,197733.133,0.5787961132500010,0.07651758950499990,0.16716060000000000,-8.041738000000010,0.12479870000000000,118.86816300000000,0.46585562000000100,69.6555,1,1
2020,0.2473740374259670,0.6730774487471520,197114.66230068300,0.6119141913439640,0.039052253006833700,0.17704817767653800,-7.204023917995440,0.14350484054669700,121.22870387243700,0.4827551480637810,63.11104783599090,1,1